Pickup_date,locationID
2015-01-12 05:15:00,""
2015-01-12 05:15:00,144.0
2015-01-12 05:16:00,""
2015-01-12 05:30:00,""
2015-01-12 05:40:00,133.0
2015-01-12 05:40:00,28.0
2015-01-12 06:25:00,132.0
2015-01-12 06:30:00,65.0
2015-01-12 07:06:00,265.0
2015-01-12 07:15:00,237.0
2015-01-12 07:15:00,3.0
2015-01-12 07:15:00,265.0
2015-01-12 07:15:00,237.0
2015-01-12 07:30:00,209.0
2015-01-12 10:00:00,""
2015-01-12 11:00:00,1.0
2015-01-12 11:10:00,237.0
2015-01-12 11:15:00,208.0
2015-01-12 11:45:00,233.0
2015-01-12 12:00:00,265.0
2015-01-12 12:00:00,164.0
2015-01-12 12:40:00,65.0
2015-01-12 13:03:00,164.0
2015-01-12 13:30:00,163.0
2015-01-12 13:52:00,95.0
2015-01-12 14:00:00,234.0
2015-01-12 14:02:00,87.0
2015-01-12 14:15:00,""
2015-01-12 15:00:00,87.0
2015-01-12 15:15:00,""
2015-01-12 15:15:00,161.0
2015-01-12 15:30:00,162.0
2015-01-12 15:45:00,171.0
2015-01-12 16:30:00,138.0
2015-01-12 16:40:00,""
2015-01-12 16:45:00,132.0
2015-01-12 16:50:00,132.0
2015-01-12 17:00:00,""
2015-01-12 17:00:00,144.0
2015-01-12 17:40:00,161.0
2015-01-12 18:00:00,90.0
2015-01-12 18:30:00,""
2015-01-12 18:45:00,229.0
2015-01-12 19:00:00,13.0
2015-01-12 19:16:00,""
2015-01-12 19:26:00,237.0
2015-01-12 19:31:00,69.0
2015-01-12 19:41:00,""
2015-01-12 19:49:00,""
2015-01-12 20:00:00,65.0
2015-01-12 20:00:00,""
2015-01-12 20:00:00,69.0
2015-01-12 20:05:00,1.0
2015-01-12 20:06:00,130.0
2015-01-12 20:15:00,""
2015-01-12 20:30:00,96.0
2015-01-12 20:36:00,145.0
2015-01-12 20:43:00,163.0
2015-01-12 20:47:00,87.0
2015-01-12 20:53:00,162.0
2015-01-12 21:00:00,""
2015-01-12 21:00:00,163.0
2015-01-12 21:00:00,163.0
2015-01-12 21:00:00,""
2015-01-12 21:00:00,163.0
2015-01-12 21:00:00,95.0
2015-01-12 21:00:00,65.0
2015-01-12 21:08:00,236.0
2015-01-12 21:19:00,229.0
2015-01-12 21:24:00,43.0
2015-01-12 21:30:00,""
2015-01-12 21:35:00,65.0
2015-01-12 21:43:00,48.0
2015-01-12 21:54:00,159.0
2015-01-12 21:58:00,87.0
2015-01-12 22:00:00,87.0
2015-01-12 22:12:00,""
2015-01-12 22:15:00,88.0
2015-01-12 22:28:00,87.0
2015-01-12 22:34:00,161.0
2015-01-12 22:40:00,162.0
2015-01-12 22:57:00,87.0
2015-01-12 23:06:00,87.0
2015-01-12 23:09:00,87.0
2015-01-12 23:17:00,54.0
2015-01-12 23:18:00,163.0
2015-01-12 23:30:00,265.0
2015-01-12 23:34:00,1.0
2015-01-12 23:36:00,""
2015-01-12 23:45:00,""
2015-01-12 23:45:00,132.0
2015-01-12 23:50:00,162.0
2015-01-12 23:52:00,161.0
2015-01-13 00:07:00,163.0
2015-01-13 00:08:00,163.0
2015-01-13 00:09:00,""
2015-01-13 00:22:00,""
2015-01-13 00:46:00,162.0
2015-01-13 01:09:00,162.0
2015-01-13 03:45:00,""
2015-01-13 04:45:00,61.0
2015-01-13 04:45:00,231.0
2015-01-13 05:00:00,""
2015-01-13 05:04:00,""
2015-01-13 05:16:00,231.0
2015-01-13 05:20:00,265.0
2015-01-13 05:30:00,265.0
2015-01-13 05:30:00,""
2015-01-13 05:31:00,""
2015-01-13 05:40:00,28.0
2015-01-13 05:50:00,170.0
2015-01-13 06:20:00,""
2015-01-13 06:30:00,209.0
2015-01-13 06:30:00,""
2015-01-13 06:35:00,68.0
2015-01-13 07:15:00,141.0
2015-01-13 07:15:00,""
2015-01-13 07:30:00,134.0
2015-01-13 07:53:00,132.0
2015-01-13 07:54:00,132.0
2015-01-13 08:10:00,236.0
2015-01-13 09:00:00,138.0
2015-01-13 09:00:00,""
2015-01-13 09:30:00,265.0
2015-01-13 09:45:00,236.0
2015-01-13 10:00:00,95.0
2015-01-13 10:30:00,237.0
2015-01-13 11:00:00,70.0
2015-01-13 11:10:00,""
2015-01-13 11:12:00,224.0
2015-01-13 11:15:00,64.0
2015-01-13 11:15:00,237.0
2015-01-13 11:30:00,138.0
2015-01-13 11:30:00,239.0
2015-01-13 11:49:00,145.0
2015-01-13 12:00:00,75.0
2015-01-13 12:15:00,100.0
2015-01-13 12:15:00,158.0
2015-01-13 12:47:00,145.0
2015-01-13 14:00:00,65.0
2015-01-13 14:00:00,229.0
2015-01-13 14:15:00,""
2015-01-13 14:30:00,90.0
2015-01-13 15:13:00,145.0
2015-01-13 15:15:00,161.0
2015-01-13 15:30:00,75.0
2015-01-13 15:50:00,162.0
2015-01-13 16:00:00,138.0
2015-01-13 16:17:00,237.0
2015-01-13 16:30:00,13.0
2015-01-13 16:57:00,1.0
2015-01-13 17:15:00,1.0
2015-01-13 17:25:00,132.0
2015-01-13 18:00:00,87.0
2015-01-13 18:30:00,262.0
2015-01-13 18:35:00,132.0
2015-01-13 18:55:00,265.0
2015-01-13 19:16:00,""
2015-01-13 19:46:00,""
2015-01-13 20:01:00,69.0
2015-01-13 20:15:00,229.0
2015-01-13 20:18:00,230.0
2015-01-13 20:23:00,69.0
2015-01-13 20:30:00,231.0
2015-01-13 20:30:00,13.0
2015-01-13 20:37:00,161.0
2015-01-13 20:42:00,""
2015-01-13 20:47:00,""
2015-01-13 20:51:00,69.0
2015-01-13 20:52:00,164.0
2015-01-13 20:53:00,163.0
2015-01-13 20:57:00,161.0
2015-01-13 21:00:00,""
